1.078734452,1.684207748,-1.697788431,1.648822418,13.00967663
0.054548863,0.040486227,0.976355081,0.557014109,-9.760446277
1.192382846,-1.471494891,1.522286829,-1.294597737,-5.511185403
-0.173228965,0.716604066,-0.934981744,1.043866555,17.70328084
-0.619846066,-0.365162264,-1.487528999,-0.102718074,-5.8832429
1.585654586,0.728519366,-0.237612555,0.944234856,13.85525951
-0.561833128,-1.435525555,0.983116706,0.38009641,3.521612319
-0.515172138,-0.566788113,-1.509310886,1.398404373,-10.13452316
0.48056865,-0.481702386,-1.464183064,-1.084768653,3.489428019
0.752641009,1.701130234,-2.187562703,-1.506005581,3.788808718
1.046523414,0.799102966,-0.49117853,-0.498995581,-13.9966246
-1.749842908,1.258097293,-1.134400516,0.017899206,-8.803895605
-0.140657962,-0.74764023,1.229783831,-1.782132205,17.42214372
0.19719102,0.291041163,-0.595909429,-1.216243173,18.74898629
-0.133341129,-0.07617369,0.66064088,-0.936473486,0.201513364
-0.530630972,0.596119279,-0.08020114,0.581216951,14.70293638
-1.785436037,-1.093392809,1.431631407,0.198426566,5.12018058
-0.085688151,0.734679871,-0.514758458,0.332325014,-13.64387676
-0.490993133,-0.845243141,0.855110965,0.783621514,5.07835101
-0.483639558,-0.910583296,0.621130856,-0.401873069,-6.850441578
-0.662990687,0.739693692,0.541392353,0.044387819,2.202727652
-0.571314231,-0.762031085,1.451930727,-1.811309302,1.942998844
-1.047029588,0.982249158,-0.790453332,-0.592039704,1.793739186
-0.503615257,0.442814468,-0.489571003,0.374905269,-20.59310418
-0.544425114,-0.041113492,-0.99300574,-0.196962441,-1.958768364
-1.93034643,-0.12252374,-1.304144141,-0.766765948,4.974537554
-0.035721942,-1.315767265,1.439185475,-0.24124887,-8.217223486
0.218747985,-1.301683175,-0.917988344,2.507360094,5.874848367
-0.559598749,0.446752624,-0.591914837,0.571413201,5.539464716
0.110619864,1.043240993,-1.224905906,-0.091898099,-10.48019432
-0.471867969,0.624313396,0.538226096,-1.419258189,20.79427292
-0.102191958,-1.135393109,0.283505727,-1.507366312,8.108395853
-0.764959303,0.768438722,-0.544971945,1.474328846,-10.86944236
-0.356556111,-1.036900758,0.503472565,-0.138976895,-9.448215655
-0.506192067,1.769002119,-1.850181242,-1.341869487,9.414871302
1.421252988,0.246600571,0.938865856,0.532691386,-0.773663609
-1.348219234,0.549374199,-0.31631856,0.545276856,-0.733071281
1.912817784,0.010709498,0.114490675,-0.537428421,-7.572291494
-0.652164036,0.167216926,0.821281787,-2.771149828,1.854310686
-0.293349521,-1.201311419,0.871477731,1.239044182,6.564812419
-1.030326109,1.603877501,-2.08443207,-0.452475591,3.303612712
-0.288865141,-0.203751675,-1.2372875,1.118620494,14.58948122
1.747490495,-1.242735875,0.502377351,-1.812740688,12.76676953
1.733257776,-0.188610805,-1.061029695,-1.674439667,7.383622014
-1.517067856,-1.293532334,0.1613409,0.607508201,-12.8843999
-0.984744739,0.606415951,0.496793453,1.057894429,7.643869186
-1.51310996,-1.207059609,1.313374006,0.631207472,-5.887667283
-0.338034566,-0.886714225,1.533131239,-2.009475328,-0.97211091
0.918133933,1.055434953,-0.001093259,1.566792672,22.60786914
1.762813481,1.996590278,-2.433166228,0.578366881,-12.38478109
